Description,Stop ID,Longitude,Latitude,Routes,Municipality,Nearest Intersection,Bikerack,Bench,Shelter,Info Booth,Signpost,Discontinued,Location,NYS Municipal Boundaries,New York Zip Codes,Counties
Hoosick Rd & Killock Ave,2870,-73.64755,42.74296,"87, 96",BRUNSWICK,WOODWARD,No,No,No,No,Yes,No,"{'latitude': '42.74296', 'longitude': '-73.64755'}",130,11,2138
Circular St & Phila St,12859,,,452,SARATOGA SPRINGS,CIRCULAR,No,No,No,No,Yes,No,,,,
Congress St & 15th St,10037,-73.67957,42.7227,"286, 289",TROY,15TH,No,No,No,No,Yes,No,"{'latitude': '42.7227', 'longitude': '-73.67957'}",110,11,2138
Erie Blvd & Union,12921,-73.94196,42.816196,871,SCHENECTADY,ERIE,No,No,No,No,No,No,"{'latitude': '42.816196', 'longitude': '-73.94196'}",104,74,2142
River St & Hutton St,4279,-73.686654,42.737728,"85,87,96, 999",TROY,KING,No,No,Yes,No,Yes,No,"{'latitude': '42.737728', 'longitude': '-73.686654'}",110,11,2138
Ontario St & Woodlawn Ave,10329,-73.78761,42.65543,805,ALBANY,WOODLAWN,No,No,No,No,Yes,No,"{'latitude': '42.65543', 'longitude': '-73.78761'}",814,45,2030
91 Kirby Rd,12268,,,451,SARATOGA SPRINGS,STATE HWY 29,No,No,No,No,Yes,No,,,,
15th St & Massachusetts Ave,3815,-73.67386,42.74288,289,TROY,MASSACHUSETTS,No,No,No,No,Yes,No,"{'latitude': '42.74288', 'longitude': '-73.67386'}",110,11,2138
Western Ave & N. Allen St,889,-73.7917,42.66656,"10,11,114,763, 808",ALBANY,WESTERN,No,Yes,Yes,No,Yes,No,"{'latitude': '42.66656', 'longitude': '-73.7917'}",814,40,2030
Morton Ave & Eagle St,720,-73.762293,42.643102,"100,801, 805",ALBANY,CONNECTING,No,No,No,No,Yes,No,"{'latitude': '42.643102', 'longitude': '-73.762293'}",814,39,2030
Clinton Ave & Lark St,3465,-73.759706,42.659895,"125, 801",ALBANY,LARK,No,No,No,No,Yes,No,"{'latitude': '42.659895', 'longitude': '-73.759706'}",814,47,2030
Rt 7 & Rosecrans Ave,2579,-73.60774,42.52835,520,SCHODACK,ROSECRANS,No,No,No,No,Yes,No,"{'latitude': '42.52835', 'longitude': '-73.60774'}",112,1296,2138
Whitehall Rd & Edgecomb St,1073,-73.79153,42.64334,"6,801,804, 805",ALBANY,EDGECOMB,No,No,No,No,Yes,No,"{'latitude': '42.64334', 'longitude': '-73.79153'}",814,46,2030
Rt 50 & Union Ave,10300,-73.84884,43.011342,"450, 451",MILTON,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '43.011342', 'longitude': '-73.84884'}",999,1148,2141
McClellan St & Eastern Ave (Price Chopper),3550,-73.914797,42.806911,352,SCHENECTADY,MCCLELLAN,No,Yes,Yes,No,Yes,No,"{'latitude': '42.806911', 'longitude': '-73.914797'}",104,73,2142
Green St & Madison Ave,71,-73.75271,42.644802,716,ALBANY,BLEEKER,No,No,No,No,Yes,No,"{'latitude': '42.644802', 'longitude': '-73.75271'}",814,39,2030
Western Ave & Van Wie Terr,10608,-73.87631,42.69318,"117,719,763,801, 806",GUILDERLAND,VAN WIE,No,No,No,No,Yes,No,"{'latitude': '42.69318', 'longitude': '-73.87631'}",832,40,2030
S. Manning Blvd & Hackett Blvd,11609,-73.80659,42.65336,"6,13,113, 138",ALBANY,HACKETT,No,No,No,No,Yes,No,"{'latitude': '42.65336', 'longitude': '-73.80659'}",814,45,2030
590 Broadway (FedEx),96,-73.71432,42.7045,"22, 809",COLONIE,BROADWAY,No,No,Yes,No,Yes,No,"{'latitude': '42.7045', 'longitude': '-73.71432'}",834,41,2030
3770 Carman Rd (Carman Plaza),3681,-73.93511,42.72272,763,GUILDERLAND,MORNINGSIDE,No,No,No,No,Yes,No,"{'latitude': '42.72272', 'longitude': '-73.93511'}",832,72,2030
Old Loudon Rd & Marlyn Dr,1894,-73.758403,42.748529,182,COLONIE,PURTELL,No,No,No,No,Yes,No,"{'latitude': '42.748529', 'longitude': '-73.758403'}",834,1288,2030
Hoosick St & 10th St,11631,-73.67936,42.73945,"87, 96",TROY,OAKWOOD,No,No,No,No,Yes,No,"{'latitude': '42.73945', 'longitude': '-73.67936'}",110,11,2138
Western Ave & Willow St,390,-73.91145,42.7043,"719, 763",GUILDERLAND,SCHOOLCRAFT,No,No,No,No,Yes,No,"{'latitude': '42.7043', 'longitude': '-73.91145'}",832,1229,2030
Colonial Ave & Cortland St,9014,-73.80664,42.66671,"734, 806",ALBANY,CORTLAND,No,No,No,No,Yes,No,"{'latitude': '42.66671', 'longitude': '-73.80664'}",814,40,2030
Forbes Ave & Washington Ave,10748,-73.72717,42.65877,214,RENSSELAER,PATTEN,No,No,No,No,Yes,No,"{'latitude': '42.65877', 'longitude': '-73.72717'}",115,1309,2138
Rt 7 & Terrace Ave,2508,-73.6083,42.53379,520,SCHODACK,TERRACE,No,No,No,No,Yes,No,"{'latitude': '42.53379', 'longitude': '-73.6083'}",112,1296,2138
Sacandaga Rd & N. Holmes St,1702,,,353,GLENVILLE,4TH,No,No,No,No,Yes,No,,,,
66 Maple Ave,10593,-73.92963,42.64992,719,NEW SCOTLAND,MAPLE,No,No,No,No,Yes,No,"{'latitude': '42.64992', 'longitude': '-73.92963'}",830,16,2030
S. Allen St & Cliff St,1202,-73.79968,42.65936,"138,801,804, 805",ALBANY,BOWER,No,No,No,No,Yes,No,"{'latitude': '42.65936', 'longitude': '-73.79968'}",814,45,2030
Rt 7 & Antonia Dr,7563,-74.008039,42.787852,351,ROTTERDAM,ANTONIA,No,No,No,No,No,No,"{'latitude': '42.787852', 'longitude': '-74.008039'}",105,75,2142
Western Ave & N. Allen St,877,-73.79168,42.66641,"10,11,114,763, 808",ALBANY,WESTERN,No,Yes,Yes,No,Yes,No,"{'latitude': '42.66641', 'longitude': '-73.79168'}",814,40,2030
The Desmond Hotel,178,-73.798004,42.729596,"117, 737",COLONIE,ALBANY SHAKER,No,No,Yes,No,Yes,No,"{'latitude': '42.729596', 'longitude': '-73.798004'}",834,1288,2030
Delaware Ave & Snowden Ave,1255,-73.815824,42.628322,18,BETHLEHEM,SNOWDEN,No,No,No,No,Yes,No,"{'latitude': '42.628322', 'longitude': '-73.815824'}",837,1180,2030
Delaware Ave & Leonard Pl,463,-73.769481,42.648496,"18, 801",ALBANY,PARK,No,No,No,No,Yes,No,"{'latitude': '42.648496', 'longitude': '-73.769481'}",814,39,2030
Morton Ave & Eagle St,1228,-73.7627,42.64314,"100, 805",ALBANY,EAGLE,No,No,No,No,Yes,No,"{'latitude': '42.64314', 'longitude': '-73.7627'}",814,39,2030
Central Ave & Red Fox Dr,2279,-73.84037,42.72435,355,COLONIE,RED FOX,No,No,No,No,Yes,No,"{'latitude': '42.72435', 'longitude': '-73.84037'}",834,42,2030
2nd Ave & Hoffman Ave,2056,-73.7772,42.63903,"6,801,803,804,805,809, 813",ALBANY,HURLBUT,No,No,No,No,Yes,No,"{'latitude': '42.63903', 'longitude': '-73.7772'}",814,46,2030
Ontario St & Kosciusko Ave,12931,,,802,COHOES,KOSCIOUSKO,No,No,No,No,Yes,No,,,,
Delaware Ave & Adams St,1268,-73.8349,42.6215,18,BETHLEHEM,ADAMS,No,No,No,No,Yes,No,"{'latitude': '42.6215', 'longitude': '-73.8349'}",837,1180,2030
1741 Columbia Tpke,10921,-73.676295,42.554571,"233, 520",SCHODACK,COLUMBIA TPKE,No,No,No,No,Yes,No,"{'latitude': '42.554571', 'longitude': '-73.676295'}",112,1158,2138
126th St & Rite Aid,816,-73.67174,42.78794,85,TROY,126TH,No,No,No,No,Yes,No,"{'latitude': '42.78794', 'longitude': '-73.67174'}",110,12,2138
Rt 7 & Kennette Rd,2462,-73.79829,42.76298,370,COLONIE,RAINBOW,No,No,No,No,Yes,No,"{'latitude': '42.76298', 'longitude': '-73.79829'}",834,1288,2030
716 Hoosick Rd (Price Chopper),33,-73.642986,42.742706,87,BRUNSWICK,PRICE CHOPPER RT-84,No,Yes,Yes,No,Yes,No,"{'latitude': '42.742706', 'longitude': '-73.642986'}",130,11,2138
20 Corporate Woods,10373,-73.76416,42.68041,737,COLONIE,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.68041', 'longitude': '-73.76416'}",834,48,2030
S. Pearl St & Binghamton St,11641,-73.76852,42.62476,"7, 806",ALBANY,PORT ACCESS,No,No,No,No,Yes,No,"{'latitude': '42.62476', 'longitude': '-73.76852'}",814,39,2030
Congress St & 11th St,4332,-73.682407,42.726932,289,TROY,FERRY,No,No,No,No,Yes,No,"{'latitude': '42.726932', 'longitude': '-73.682407'}",110,11,2138
Madison Ave & Partridge St,341,-73.78432,42.66192,"114,763, 806",ALBANY,PARTRIDGE,No,No,No,No,Yes,No,"{'latitude': '42.66192', 'longitude': '-73.78432'}",814,45,2030
707 Washington Ave (Albany HS),11340,-73.78373,42.66688,805,ALBANY,UNKNOWN,No,No,No,No,Yes,No,"{'latitude': '42.66688', 'longitude': '-73.78373'}",814,40,2030
Western Ave & Cornell Ave,399,-73.88567,42.69687,"117,719,763,801, 806",GUILDERLAND,SUMPTER,No,No,No,No,Yes,No,"{'latitude': '42.69687', 'longitude': '-73.88567'}",832,40,2030
2764 Rt 7,2493,-73.84882,42.78054,370,NISKAYUNA,MOHAWK,No,No,No,No,Yes,No,"{'latitude': '42.78054', 'longitude': '-73.84882'}",107,78,2142
Krumkill Rd & Aspen Cir,11608,-73.82061,42.66319,734,ALBANY,ASPEN,No,No,No,No,Yes,No,"{'latitude': '42.66319', 'longitude': '-73.82061'}",814,45,2030
41 114th St (Lansingburgh Apartments),12630,,,815,TROY,114TH,No,No,No,No,Yes,No,,,,
Rt 50 & Littles Road,2340,-73.878924,42.929652,450,BALLSTON,LITTLES,No,No,No,No,Yes,No,"{'latitude': '42.929652', 'longitude': '-73.878924'}",1011,1147,2141
3 Airport Park Blvd,12578,-73.818768,42.757549,"117, 737",COLONIE,BRITISH AMERICAN,No,No,No,No,Yes,No,"{'latitude': '42.757549', 'longitude': '-73.818768'}",834,1288,2030
3rd Ave & 7th St,82,-73.706354,42.714253,"22, 809",WATERVLIET,3RD,No,No,No,No,Yes,No,"{'latitude': '42.714253', 'longitude': '-73.706354'}",828,19,2030
Rt 2 & 1st Uniform Co.,3757,-73.72527,42.73755,370,COLONIE,STATE HWY 2,No,No,No,No,Yes,No,"{'latitude': '42.73755', 'longitude': '-73.72527'}",834,19,2030
Rt 5 Park & Ride,11312,-74.0069,42.85289,530,GLENVILLE,UNKNOWN,Yes,Yes,Yes,No,Yes,No,"{'latitude': '42.85289', 'longitude': '-74.0069'}",108,50,2142
Cohoes Rd & Tibbits Ave,11036,-73.700673,42.750407,182,COLONIE,COHOES,No,No,No,No,Yes,No,"{'latitude': '42.750407', 'longitude': '-73.700673'}",834,19,2030
State St & Clinton St,10230,-73.940404,42.811963,"351,353,354,355,370, 871",SCHENECTADY,CLINTON,No,Yes,Yes,No,Yes,No,"{'latitude': '42.811963', 'longitude': '-73.940404'}",104,74,2142
Western Ave & Locust St,235,-73.818389,42.674888,"10,11,763,806, 808",ALBANY,LOCUST,No,No,No,No,Yes,No,"{'latitude': '42.674888', 'longitude': '-73.818389'}",814,40,2030
2100 6th Ave (Kennedy Towers),4425,-73.685016,42.734733,"80, 522",TROY,RAMP,No,Yes,Yes,No,Yes,No,"{'latitude': '42.734733', 'longitude': '-73.685016'}",110,11,2138
Altamont Rd & Armstrong Dr,2704,-74.00957,42.70681,719,GUILDERLAND,ARMSTRONG,No,No,No,No,Yes,No,"{'latitude': '42.70681', 'longitude': '-74.00957'}",832,1142,2030
Kenwood Ave & Cherry Ave,1385,-73.85535,42.62682,719,BETHLEHEM,KENWOOD,No,No,No,No,Yes,No,"{'latitude': '42.62682', 'longitude': '-73.85535'}",837,1180,2030
Fuller Rd & Mercer St,12668,-73.834972,42.685659,"117,190, 806",GUILDERLAND,PROVIDENCE,No,No,No,No,Yes,No,"{'latitude': '42.685659', 'longitude': '-73.834972'}",832,40,2030
312 Wolf Rd (Town of Colonie Pubilc Safety Center),12702,-73.79196,42.735451,190,COLONIE,NORTHWAY,No,No,No,No,Yes,No,"{'latitude': '42.735451', 'longitude': '-73.79196'}",834,1288,2030
324 Rt 4 (Dunkin'Donuts),11144,-73.697817,42.645892,214,EAST GREENBUSH,STATE HWY 43,No,No,No,No,Yes,No,"{'latitude': '42.645892', 'longitude': '-73.697817'}",129,1309,2138
